大会,予選,問題番号,問題,正解,補足
25,近畿,7,長ネギのビタミンＣ。白い部分よりも緑色の部分に多く含まれている。,○,
25,近畿,8,国立公園のない都道府県はない。,×,
25,近畿,9,第１回近代オリンピックのとき、すでに短距離走のクラウチングスタートはあった。,○,
25,近畿,10,愛知万博では多くのロボットがありますが、３５年前の大阪万博には１台もなかった。,×,
25,近畿,11,負けられない伝統の巨人-阪神戦。かつて巨人と阪神両方の監督になった人がいる。,○,
25,近畿,12,一般的な「ハエ」と「カ」。羽ばたきの回数が多いのは体重の重いハエである。,×,
25,近畿,13,生のサンマを焼き魚にするとカロリーは低くなる。,○,
25,近畿,14,文部科学省の調べによると、日本一博物館の多い都道府県は東京ですが、２位は京都である。,×,
25,近畿,15,カメガエルはいるが、カエルガメはいない。,×,
25,近畿,16,日本初の電話帳に掲載されていた電話番号。１番は警視庁である。,×,
25,近畿,17,夏の風物詩、スイカはへたの方よりも中央の方が甘い。,○,
25,九州,1,田村で金、谷でも金。ママになっても金メダル！子供の将来という夢ができた谷亮子に聞きました。たくさんのスポーツがありますが、子供にはやはり柔道選手になってほしいと思っている。,×,
25,九州,2,宇宙空間にあるスペースシャトルの中で、ヨーヨーはできる。,○,
25,九州,3,大相撲の力士のシンボル「まげ」には、取組中に土俵から転落したとき、頭を保護するという役割もある。,○,
25,九州,4,蚊もハエも昆虫である。,○,
25,九州,5,世界には、東京ディズニーランドより面積の小さい国がある。,○,
25,九州,6,日本プロ野球でここ１０年間１番多く日本一に輝いた球団は、ダイエーホークスである。,×,
25,九州,7,「大型で猛烈な台風」よりも「超大型で強い台風」のほうが中心付近の最大風速は強い。,×,
25,九州,8,ミミズも鳴く。,×,
25,九州,9,小倉百人一首。百首目の歌には、漢字の「百」という字が使われている。,○,
25,九州,10,カツオとタラは同じ科の魚である。,×,
25,九州,11,日本最初の内閣と現在の内閣を比較すると、同じ名前の省庁は１つもない,×,
25,九州,12,唱歌「お正月」。歌の中で最後にはお年玉をもらっている。,×,
25,九州,13,別名「秋桜」と書くコスモスは、桜と同じバラ科の植物である。,×,
25,九州,14,１試合に同じ人が３点入れるのは「ハットトリック」。日本で一番最初に達成したのは、現在のサッカー日本代表監督。ジーコである。,○,
25,九州,15,地震によって起こる波は、１ｃｍでも津波である。,○,
25,四国,1,日本最初の冷凍食品はみかんである。,×,
25,四国,2,「すもも」も「もも」も、収穫量日本一は同じ県である。,○,
25,四国,3,「初がつお」と「戻りがつお」。カロリーが高いのは「初がつお」のほうである。,×,
25,四国,4,岡山県のヒーローといえば「桃太郎」ですが、かつて大相撲にも「桃太郎」という力士がいた。,○,
25,四国,5,正方形の折り紙。何も使わず、折るだけで正三角形はできる。,○,
25,四国,6,南極の昭和基地に冷蔵庫はない。,×,
25,四国,7,1000円札の肖像でもある野口英世の母の名前は「シカ」、姉の名前は「イヌ」ですが、なんと弟の嫁の名前は「サイ」である。,○,
25,四国,8,映画「スターウォーズ」６作品全てに出演している俳優がいる。,○,
25,四国,9,車の「トラック」と陸上競技の「トラック」。英語のアクセントは同じだが、つづりは違う。,○,
25,中国,1,大空にぽっかりと浮かぶあのうちの１文字は、広島市民球場にすっぽりおさまる。　　　（注：大空にPOCARI SWEATの文字を飛行機雲で書く）,×,
25,中国,2,塩そのものにカロリーはない。,○,
25,中国,3,電話による天気予報サービス「１１７」は「いい天気になれなれ」という語呂あわせから生まれた。,○,
25,中国,4,「子犬のワルツ」で知られるショパンは、「猫のワルツ」も作曲している。,○,
25,中国,5,海のない県に漁業共同組合はない。,×,
25,中国,6,１０問ある○×問題をでたらめに正解しても、５問以上正解する確率は５０％を超える。,○,
25,中国,7,「うぐいす」は１年中「ホーホケキョ」と鳴く。,×,
25,中国,8,現在発行されている日本の紙幣と硬貨に同じ植物は描かれていない。,×,
25,中国,9,四十七士の討ち入りでおなじみの奏本「忠臣蔵」がはじめて上映されたのは、松の廊下事件からちょうど４７年後のことだった。,○,
25,中国,10,論語の孔子、十七条の憲法の聖徳太子、エジプト最古の女王クレオパトラ。このうち最も古い人は、論語の孔子である。,○,
25,中部,1,数多くのオリンピック選手を輩出しているここ中部地方。スポーツのときに上げる雄叫びで、最も力が出るのは「う」段である。,○,
25,中部,2,５０円玉と１００円玉、ふちのギザギザが多いのは５０円玉である。,×,
25,中部,3,名古屋といえばエビフライ。冷凍食品で最も売れているのは、エビフライである。,×,
25,中部,4,三重県名物イセエビ。イセエビの漁獲量が最も多いのは三重県である。,×,
25,中部,5,不快さを表す不快指数は、梅雨のある日本で生まれたものである。,×,
25,中部,6,しゃちほこは火よけのお守りである。,○,
25,中部,7,ブロッコリーとカリフラワーは同じアブラナ科である。,○,
25,中部,8,フランクフルトより太いソーセージは無い。,×,
25,中部,9,中部国際空港、最初に到着したのはサイパンからだが、最初に出発したのもサイパン行きである。,×,
25,中部,10,鳥の大きさを表す全長に尾っぽは入らない。,×,
25,東北,1,卓球でみちのくの大地から世界を目指す現役高校生、福原愛。彼女が生まれた年である１７年前、卓球は初めてオリンピックの正式競技になった。,○,
25,東北,2,「人一倍働く」とは「人の二倍働く」と言う意味である。,○,
25,東北,3,ソフトボールの発祥国はアメリカですが、軟式野球は日本である。,○,
25,東北,4,小学校と中学校には必ずＰＴＡを置かなければならないという法律がある。,×,
25,東北,5,卓球界のプリンセス、福原愛は、君たちと同じ高校生ですが、日本に初めて卓球を持ち込んだ人物は、学校の先生だった。,○,
25,東北,6,徳川十五代将軍のうち、最もご長寿だったのは初代家康である。,×,
25,東北,7,「テッポウユリ」より大型の、「タイホウユリ」という品種がある。,×,
25,東北,8,お札の肖像、野口英世、樋口一葉、福沢諭吉。この三人は全て切手にも描かれている。,○,
25,東北,9,半月の明るさは満月のちょうど半分である。,×,
25,東北,10,稲妻は夏の季語である。,×,
25,東北,11,東西南北。英語でもEast West South Northの順で表現する。,×,
25,東北,12,球根栽培で育てたチューリップに種は出来ない。,×,
25,東北,13,唱歌「春が来た」と「夏は来ぬ」。作詞者は同じである。,×,
25,東北,14,円盤投げとハンマー投げの世界記録、距離が長いのは男女共にハンマー投げである。　,×,
25,東北,15,インスタントラーメンとインスタントコーヒー。先に生まれたのはインスタントラーメンである。,×,
25,東北,16,どんな緊急時であっても、救急車にも消防車にも制限速度はある。,○,
